,customer_id,credit_label,credit_score,credit_rating,credit_limit,approval_status,reject_reason,application_date,application_reason,disbursement_date
119,87319,Good,713,Tốt,45000000.0,Chấp nhận,,2022-12-05,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-12-30
120,53530,Good,693,Tốt,30000000.0,Chấp nhận,,2022-08-29,Mua mô tô,2022-09-25
121,88746,Bad,640,Trung bình,,Từ chối,Không có lịch sử tín dụng,2022-06-21,Mở kinh doanh nhỏ,
122,45104,Good,710,Tốt,50000000.0,Chấp nhận,,2022-07-14,Mua sắm thời trang,2022-07-30
123,95705,Bad,454,Kém,,Từ chối,Lịch sử tín dụng kém,2022-04-05,Mua mô tô,
124,86423,Good,710,Tốt,40000000.0,Chấp nhận,,2022-02-23,Mua điện thoại/smartphone,2022-03-21
125,18499,Good,693,Tốt,35000000.0,Chấp nhận,,2022-02-10,Đi du lịch,2022-03-04
126,71021,Good,727,Xuất sắc,55000000.0,Chấp nhận,,2022-02-08,Thanh toán khoản vay cũ,2022-02-27
127,67283,Bad,377,Kém,,Từ chối,Quá nhiều khoản vay,2022-08-18,Mua đồ phục vụ công việcTrang trải chi phí học tập,
128,62730,Good,758,Xuất sắc,65000000.0,Chấp nhận,,2022-11-22,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-12-12
129,17591,Good,710,Tốt,30000000.0,Chấp nhận,,2022-11-06,Thanh toán khoản vay cũ,2022-11-20
130,90283,Good,713,Tốt,35000000.0,Chấp nhận,,2022-04-03,Mua đồ thể thao,2022-04-27
131,38855,Good,710,Tốt,30000000.0,Chấp nhận,,2022-05-16,Đi du lịch,2022-06-04
132,15706,Good,707,Tốt,35000000.0,Chấp nhận,,2022-03-29,"Làm đẹp, spa",2022-04-27
133,11503,Good,727,Xuất sắc,75000000.0,Chấp nhận,,2022-05-31,Mua máy tính/laptop,2022-06-25
134,78361,Good,693,Tốt,35000000.0,Chấp nhận,,2022-09-05,Tiêu dùng và giải trí,2022-10-03
135,95432,Bad,338,Kém,,Từ chối,Công việc không ổn định,2022-10-03,"Chi tiêu sinh nhật, lễ tết",
136,24243,Good,727,Xuất sắc,90000000.0,Chấp nhận,,2022-11-21,"Chi tiêu sinh nhật, lễ tết",2022-12-09
137,56490,Bad,532,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-05-29,Đi du lịch,
138,94691,Bad,532,Kém,,Từ chối,Lịch sử tín dụng kém,2022-04-28,Mua đồ điện tử gia dụng,
139,62630,Good,690,Tốt,45000000.0,Chấp nhận,,2022-04-07,Mua đồ trang sức,2022-04-26
140,99624,Good,693,Tốt,30000000.0,Chấp nhận,,2022-02-09,Đi du lịch,2022-03-02
141,42051,Good,696,Tốt,70000000.0,Chấp nhận,,2022-10-28,Mua máy tính/laptop,2022-11-22
142,1225,Good,713,Tốt,35000000.0,Chấp nhận,,2022-10-29,Thanh toán học phí,2022-11-13
143,65828,Good,717,Tốt,45000000.0,Chấp nhận,,2022-07-22,Mua mô tô,2022-08-08
144,68370,Good,707,Tốt,40000000.0,Chấp nhận,,2022-06-02,Đi du lịch,2022-06-26
145,50854,Bad,668,Trung bình,25000000.0,Chấp nhận,,2022-10-12,Đi du lịch,2022-11-05
146,35812,Good,693,Tốt,65000000.0,Chấp nhận,,2022-04-27,Mua đồ thể thao,2022-05-16
147,18163,Bad,532,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-12-28,Mua điện thoại/smartphone,
148,54573,Good,707,Tốt,35000000.0,Chấp nhận,,2022-08-01,Thanh toán học phí,2022-08-15
149,34775,Good,713,Tốt,40000000.0,Chấp nhận,,2022-04-15,Mua hàng điện tử,2022-05-04
150,30754,Good,727,Xuất sắc,65000000.0,Chấp nhận,,2022-04-14,Đi du lịch,2022-05-13
151,40615,Good,710,Tốt,35000000.0,Chấp nhận,,2022-07-31,Mua máy tính/laptop,2022-08-19
152,18305,Bad,570,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-09-18,Mua sắm thời trang,
153,8462,Good,713,Tốt,40000000.0,Chấp nhận,,2022-06-13,Mua đồ trang sức,2022-07-05
154,94257,Good,710,Tốt,65000000.0,Chấp nhận,,2022-04-16,Mua đồ thể thao,2022-05-02
155,29175,Good,700,Tốt,35000000.0,Chấp nhận,,2022-09-09,"Chi tiêu sinh nhật, lễ tết",2022-09-23
156,27801,Good,700,Tốt,35000000.0,Chấp nhận,,2022-04-24,Thanh toán học phí,2022-05-18
157,75289,Good,700,Tốt,60000000.0,Chấp nhận,,2022-04-02,Đi du lịch,2022-04-18
158,76136,Good,713,Tốt,40000000.0,Chấp nhận,,2022-01-06,Mua đồ thể thao,2022-01-20
159,31626,Good,693,Tốt,40000000.0,Chấp nhận,,2022-03-30,Thanh toán học phí,2022-04-21
160,96658,Good,707,Tốt,35000000.0,Chấp nhận,,2022-07-07,Mua mô tô,2022-08-05
161,96847,Good,710,Tốt,35000000.0,Chấp nhận,,2022-10-10,Mua hàng điện tử,2022-10-27
162,4767,Good,727,Xuất sắc,65000000.0,Chấp nhận,,2022-12-25,Mua sắm thiết bị gia đình,2023-01-14
163,1866,Bad,377,Kém,,Từ chối,Điểm tín dụng thấp,2022-04-03,Mở kinh doanh nhỏ,
164,29058,Good,710,Tốt,30000000.0,Chấp nhận,,2022-10-05,Thanh toán khoản vay cũ,2022-10-22
165,49084,Bad,377,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-08-24,Mua máy tính/laptop,
166,13569,Good,713,Tốt,35000000.0,Chấp nhận,,2022-06-20,Mua điện thoại/smartphone,2022-07-11
167,28891,Bad,640,Trung bình,20000000.0,Chấp nhận,,2022-05-06,Thanh toán chi phí gia đình,2022-05-21
168,2242,Good,717,Tốt,50000000.0,Chấp nhận,,2022-11-15,Mua điện thoại/smartphone,2022-12-03
169,52187,Good,710,Tốt,40000000.0,Chấp nhận,,2022-10-18,Mua sắm thời trang,2022-11-14
170,12635,Good,710,Tốt,55000000.0,Chấp nhận,,2022-02-17,Thanh toán khoản vay cũ,2022-03-14
171,64520,Bad,609,Kém,,Từ chối,Không có lịch sử tín dụng,2022-03-21,Mua sắm thời trang,
172,63373,Good,713,Tốt,70000000.0,Chấp nhận,,2022-05-01,Mở kinh doanh nhỏ,2022-05-30
173,91566,Good,742,Xuất sắc,65000000.0,Chấp nhận,,2022-01-27,Thêm vốn kinh doanh,2022-02-12
174,88963,Good,717,Tốt,30000000.0,Chấp nhận,,2022-12-25,Thanh toán khoản vay cũ,2023-01-11
175,83141,Good,710,Tốt,35000000.0,Chấp nhận,,2022-11-09,Thanh toán khoản vay cũ,2022-12-03
176,44173,Good,717,Tốt,40000000.0,Chấp nhận,,2022-08-21,Mua điện thoại/smartphone,2022-09-19
177,17631,Bad,338,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-12-10,Tiêu dùng và giải trí,
178,92662,Good,693,Tốt,40000000.0,Chấp nhận,,2022-09-24,"Chi tiêu sinh nhật, lễ tết",2022-10-16
179,56682,Good,713,Tốt,45000000.0,Chấp nhận,,2022-09-24,Mở kinh doanh nhỏ,2022-10-12
180,37106,Bad,570,Kém,,Từ chối,Điểm tín dụng thấp,2022-12-07,Mua đồ điện tử gia dụng,
181,385,Good,710,Tốt,45000000.0,Chấp nhận,,2022-05-21,Mua mô tô,2022-06-05
182,46930,Bad,647,Trung bình,10000000.0,Chấp nhận,,2022-06-25,Mua điện thoại/smartphone,2022-07-16
183,39060,Good,727,Xuất sắc,70000000.0,Chấp nhận,,2022-09-15,Mua đồ thể thao,2022-10-07
184,11518,Good,696,Tốt,30000000.0,Chấp nhận,,2022-07-29,Mua hàng điện tử,2022-08-20
185,18171,Good,758,Xuất sắc,50000000.0,Chấp nhận,,2022-07-07,Đi du lịch,2022-07-22
186,53669,Good,693,Tốt,35000000.0,Chấp nhận,,2022-08-05,Thanh toán khoản vay cũ,2022-08-21
187,72405,Good,707,Tốt,30000000.0,Chấp nhận,,2022-01-16,Mua mô tô,2022-02-03
188,42458,Good,773,Xuất sắc,80000000.0,Chấp nhận,,2022-04-10,Thanh toán khoản vay cũ,2022-05-02
189,68974,Bad,300,Kém,,Từ chối,Chưa từng có kinh nghiệm vay tín dụng trước đây,2022-09-04,Mua mô tô,
190,29160,Good,696,Tốt,75000000.0,Chấp nhận,,2022-01-06,Đi du lịch,2022-01-23
191,98347,Good,696,Tốt,45000000.0,Chấp nhận,,2022-06-08,Đi du lịch,2022-07-03
192,93343,Bad,640,Trung bình,25000000.0,Chấp nhận,,2022-05-27,Mua điện thoại/smartphone,2022-06-10
193,2883,Good,773,Xuất sắc,70000000.0,Chấp nhận,,2022-04-22,Mua sắm thời trang,2022-05-14
194,94035,Good,696,Tốt,35000000.0,Chấp nhận,,2022-09-06,Đi du lịch,2022-09-21
195,42896,Bad,532,Kém,,Từ chối,Lịch sử tín dụng kém,2022-02-23,Mua mô tô,
196,13547,Bad,416,Kém,,Từ chối,Công việc không ổn định,2022-06-09,Mua đồ phục vụ công việcTrang trải chi phí học tập,
197,13492,Good,710,Tốt,30000000.0,Chấp nhận,,2022-11-19,Mua sắm thiết bị gia đình,2022-12-14
198,26155,Bad,633,Trung bình,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-12-11,"Làm đẹp, spa",
199,24508,Good,707,Tốt,45000000.0,Chấp nhận,,2022-02-07,"Chi tiêu sinh nhật, lễ tết",2022-03-07
200,86082,Good,713,Tốt,35000000.0,Chấp nhận,,2022-03-05,Đi du lịch,2022-03-22
201,52768,Good,710,Tốt,30000000.0,Chấp nhận,,2022-07-29,Mua hàng điện tử,2022-08-12
202,8706,Bad,640,Trung bình,5000000.0,Chấp nhận,,2022-06-13,Mua sắm thời trang,2022-07-08
203,17964,Good,703,Tốt,35000000.0,Chấp nhận,,2022-06-19,Mua sắm thời trang,2022-07-08
204,68132,Good,693,Tốt,30000000.0,Chấp nhận,,2022-04-05,"Chi tiêu sinh nhật, lễ tết",2022-04-21
205,43712,Bad,633,Trung bình,,Từ chối,Công việc không ổn định,2022-01-07,Mở kinh doanh nhỏ,
206,77606,Good,773,Xuất sắc,55000000.0,Chấp nhận,,2022-07-05,Mua điện thoại/smartphone,2022-07-31
207,47492,Good,710,Tốt,30000000.0,Chấp nhận,,2022-11-11,Thanh toán khoản vay cũ,2022-11-29
208,31977,Good,707,Tốt,30000000.0,Chấp nhận,,2022-12-03,Thanh toán khoản vay cũ,2022-12-26
209,68153,Good,700,Tốt,50000000.0,Chấp nhận,,2022-05-23,Thanh toán khoản vay cũ,2022-06-08
210,90896,Good,693,Tốt,75000000.0,Chấp nhận,,2022-05-03,Mua mô tô,2022-05-29
211,85839,Good,717,Tốt,35000000.0,Chấp nhận,,2022-10-30,"Chi tiêu sinh nhật, lễ tết",2022-11-28
212,22750,Good,713,Tốt,50000000.0,Chấp nhận,,2022-03-20,Thanh toán khoản vay cũ,2022-04-07
213,20015,Good,758,Xuất sắc,60000000.0,Chấp nhận,,2022-12-20,"Làm đẹp, spa",2023-01-06
214,71175,Good,703,Tốt,35000000.0,Chấp nhận,,2022-07-02,Mua hàng điện tử,2022-07-17
215,72822,Bad,454,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-07-14,Mở kinh doanh nhỏ,
216,91974,Good,773,Xuất sắc,60000000.0,Chấp nhận,,2022-12-11,Mở kinh doanh nhỏ,2023-01-06
217,92453,Good,696,Tốt,60000000.0,Chấp nhận,,2022-10-07,Thanh toán khoản vay cũ,2022-10-27
218,97087,Good,707,Tốt,30000000.0,Chấp nhận,,2022-08-17,Mua đồ điện tử gia dụng,2022-08-31
219,79542,Good,804,Xuất sắc,50000000.0,Chấp nhận,,2022-07-15,Mở kinh doanh nhỏ,2022-08-05
220,38143,Bad,454,Kém,,Từ chối,Không đáp ứng yêu cầu tiêu chuẩn của ngân hàng,2022-11-30,Thanh toán khoản vay cũ,
221,27743,Bad,675,Trung bình,5000000.0,Chấp nhận,,2022-06-13,Mua mô tô,2022-06-29
222,39431,Good,700,Tốt,65000000.0,Chấp nhận,,2022-10-22,Đi du lịch,2022-11-12
223,36013,Good,758,Xuất sắc,60000000.0,Chấp nhận,,2022-01-31,Mua sắm thời trang,2022-02-14
224,18432,Good,727,Xuất sắc,60000000.0,Chấp nhận,,2022-10-11,Thanh toán khoản vay cũ,2022-10-26
225,51961,Good,713,Tốt,40000000.0,Chấp nhận,,2022-02-23,Mua điện thoại/smartphone,2022-03-17
226,58901,Bad,633,Trung bình,15000000.0,Chấp nhận,,2022-11-30,Đi du lịch,2022-12-28
227,24762,Good,713,Tốt,35000000.0,Chấp nhận,,2022-07-23,Mua máy tính/laptop,2022-08-17
228,41500,Good,713,Tốt,50000000.0,Chấp nhận,,2022-11-04,Mua sắm thiết bị gia đình,2022-11-28
229,71584,Good,742,Xuất sắc,50000000.0,Chấp nhận,,2022-12-17,Thanh toán khoản vay cũ,2023-01-13
230,34066,Good,703,Tốt,45000000.0,Chấp nhận,,2022-04-06,Mua điện thoại/smartphone,2022-04-29
231,35592,Good,693,Tốt,40000000.0,Chấp nhận,,2022-08-23,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-09-08
232,95869,Good,707,Tốt,40000000.0,Chấp nhận,,2022-07-14,Mua điện thoại/smartphone,2022-08-04
233,10440,Good,700,Tốt,45000000.0,Chấp nhận,,2022-05-22,Đi du lịch,2022-06-09
234,54292,Good,710,Tốt,45000000.0,Chấp nhận,,2022-03-20,Mua hàng điện tử,2022-04-14
235,1821,Good,717,Tốt,35000000.0,Chấp nhận,,2022-08-03,Thanh toán khoản vay cũ,2022-08-18
236,36735,Good,690,Tốt,40000000.0,Chấp nhận,,2022-11-06,Mua đồ trang sức,2022-11-24
237,17332,Good,713,Tốt,35000000.0,Chấp nhận,,2022-01-22,"Chi tiêu sinh nhật, lễ tết",2022-02-15
238,45134,Good,710,Tốt,45000000.0,Chấp nhận,,2022-11-20,Mua sắm thời trang,2022-12-08
