,customer_id,credit_label,credit_rating,credit_score,approval_status,reject_reason,credit_limit,application_date,application_reason,disbursement_date
128,22209,Good,Xuất sắc,727,Chấp nhận,,95000000.0,2022-09-09,Đi du lịch,2022-09-24
129,79606,Good,Tốt,710,Chấp nhận,,40000000.0,2022-01-12,Thanh toán học phí,2022-02-08
130,87229,Good,Tốt,693,Chấp nhận,,55000000.0,2022-01-22,Thanh toán khoản vay cũ,2022-02-09
131,66759,Good,Xuất sắc,758,Chấp nhận,,55000000.0,2022-11-22,Thanh toán khoản vay cũ,2022-12-21
132,5843,Good,Tốt,710,Chấp nhận,,40000000.0,2022-08-13,Mua đồ trang sức,2022-09-02
133,89600,Bad,Kém,493,Từ chối,Quá nhiều khoản vay,,2022-09-01,Mua đồ trang sức,
134,1176,Good,Tốt,693,Chấp nhận,,30000000.0,2022-11-15,"Làm đẹp, spa",2022-12-07
135,16160,Good,Tốt,710,Chấp nhận,,45000000.0,2022-08-03,Mua hàng điện tử,2022-08-17
136,66950,Good,Tốt,693,Chấp nhận,,35000000.0,2022-01-18,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-02-12
137,6608,Good,Tốt,713,Chấp nhận,,50000000.0,2022-02-18,Mở kinh doanh nhỏ,2022-03-19
138,97938,Good,Tốt,690,Chấp nhận,,65000000.0,2022-06-06,"Làm đẹp, spa",2022-06-30
139,82517,Good,Tốt,707,Chấp nhận,,35000000.0,2022-06-09,Thanh toán khoản vay cũ,2022-07-04
140,85514,Good,Tốt,713,Chấp nhận,,35000000.0,2022-02-08,Thanh toán học phí,2022-02-24
141,56828,Good,Tốt,717,Chấp nhận,,65000000.0,2022-12-30,Mua đồ thể thao,2023-01-21
142,60532,Good,Tốt,713,Chấp nhận,,30000000.0,2022-05-07,Mua sắm thời trang,2022-06-03
143,11391,Good,Tốt,693,Chấp nhận,,35000000.0,2022-08-13,"Chi tiêu sinh nhật, lễ tết",2022-09-06
144,63959,Good,Tốt,713,Chấp nhận,,35000000.0,2022-06-23,Mua mô tô,2022-07-19
145,7296,Good,Xuất sắc,758,Chấp nhận,,55000000.0,2022-01-28,Mua đồ thể thao,2022-02-24
146,92999,Good,Tốt,703,Chấp nhận,,40000000.0,2022-12-09,Đi du lịch,2022-12-27
147,52754,Good,Tốt,717,Chấp nhận,,35000000.0,2022-02-03,Mua máy tính/laptop,2022-02-21
148,66963,Good,Tốt,693,Chấp nhận,,35000000.0,2022-06-19,Thanh toán khoản vay cũ,2022-07-04
149,73995,Good,Tốt,696,Chấp nhận,,45000000.0,2022-09-08,Mua máy tính/laptop,2022-09-24
150,18206,Good,Tốt,713,Chấp nhận,,50000000.0,2022-03-23,Đi du lịch,2022-04-09
151,24498,Good,Tốt,696,Chấp nhận,,30000000.0,2022-06-01,Mua mô tô,2022-06-29
152,58546,Good,Tốt,710,Chấp nhận,,35000000.0,2022-02-22,Mua điện thoại/smartphone,2022-03-11
153,78348,Good,Tốt,693,Chấp nhận,,45000000.0,2022-10-03,Mua máy tính/laptop,2022-11-01
154,17466,Good,Tốt,713,Chấp nhận,,30000000.0,2022-02-25,Mua sắm thời trang,2022-03-17
155,90014,Good,Tốt,693,Chấp nhận,,30000000.0,2022-01-26,Mua mô tô,2022-02-09
156,32765,Good,Tốt,710,Chấp nhận,,35000000.0,2022-01-05,Thanh toán khoản vay cũ,2022-01-21
157,61447,Good,Tốt,703,Chấp nhận,,30000000.0,2022-04-01,Mua sắm thiết bị gia đình,2022-04-27
158,70842,Good,Xuất sắc,727,Chấp nhận,,60000000.0,2022-06-25,Mua máy tính/laptop,2022-07-14
159,5640,Good,Tốt,713,Chấp nhận,,40000000.0,2022-02-26,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-03-18
160,86099,Good,Tốt,713,Chấp nhận,,30000000.0,2022-01-18,Đi du lịch,2022-02-02
161,44759,Good,Tốt,713,Chấp nhận,,45000000.0,2022-05-24,Đi du lịch,2022-06-08
162,95295,Good,Xuất sắc,727,Chấp nhận,,50000000.0,2022-04-06,Mua đồ thể thao,2022-05-01
163,83257,Bad,Kém,338,Từ chối,Quá nhiều khoản vay,,2022-09-21,Mua đồ trang sức,
164,59079,Good,Tốt,710,Chấp nhận,,45000000.0,2022-07-10,Thanh toán khoản vay cũ,2022-07-31
165,24394,Good,Tốt,710,Chấp nhận,,35000000.0,2022-07-08,Mở kinh doanh nhỏ,2022-08-05
166,17372,Good,Tốt,696,Chấp nhận,,50000000.0,2022-12-10,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-12-25
167,65323,Good,Tốt,710,Chấp nhận,,65000000.0,2022-09-24,Mua hàng điện tử,2022-10-23
168,29831,Good,Tốt,717,Chấp nhận,,40000000.0,2022-10-19,Mua hàng điện tử,2022-11-10
169,37294,Good,Tốt,707,Chấp nhận,,30000000.0,2022-01-16,Đi du lịch,2022-02-10
170,98632,Good,Tốt,703,Chấp nhận,,50000000.0,2022-04-20,Mua máy tính/laptop,2022-05-09
171,52660,Good,Tốt,710,Chấp nhận,,35000000.0,2022-02-12,Đi du lịch,2022-03-08
172,93688,Good,Tốt,700,Chấp nhận,,55000000.0,2022-06-13,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-07-06
173,9814,Good,Tốt,710,Chấp nhận,,50000000.0,2022-05-20,Thanh toán khoản vay cũ,2022-06-03
174,86721,Good,Xuất sắc,742,Chấp nhận,,65000000.0,2022-10-08,Mua hàng điện tử,2022-10-26
175,86524,Good,Tốt,717,Chấp nhận,,35000000.0,2022-03-07,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-04-05
176,36042,Good,Xuất sắc,742,Chấp nhận,,55000000.0,2022-11-19,Thanh toán học phí,2022-12-09
177,76139,Good,Tốt,713,Chấp nhận,,50000000.0,2022-01-31,Thanh toán chi phí gia đình,2022-02-25
178,82303,Good,Tốt,710,Chấp nhận,,40000000.0,2022-04-25,Mua mô tô,2022-05-21
179,57562,Good,Xuất sắc,727,Chấp nhận,,50000000.0,2022-12-16,Thanh toán chi phí gia đình,2023-01-06
180,34869,Good,Tốt,713,Chấp nhận,,40000000.0,2022-08-30,Mua hàng điện tử,2022-09-24
181,19443,Good,Tốt,713,Chấp nhận,,40000000.0,2022-10-04,Thanh toán khoản vay cũ,2022-10-30
182,5905,Good,Tốt,713,Chấp nhận,,55000000.0,2022-03-19,Đi du lịch,2022-04-02
183,19018,Good,Tốt,693,Chấp nhận,,55000000.0,2022-09-22,Mua sắm thiết bị gia đình,2022-10-11
184,84606,Good,Tốt,700,Chấp nhận,,40000000.0,2022-03-03,Mua mô tô,2022-03-21
185,36055,Good,Xuất sắc,742,Chấp nhận,,80000000.0,2022-11-26,Đi du lịch,2022-12-19
186,81751,Good,Tốt,713,Chấp nhận,,35000000.0,2022-12-19,Sửa chữa nhà cửa,2023-01-06
187,21345,Good,Tốt,690,Chấp nhận,,30000000.0,2022-07-09,Mua máy tính/laptop,2022-08-07
188,70461,Bad,Kém,493,Từ chối,Điểm tín dụng thấp,,2022-07-22,Mở kinh doanh nhỏ,
189,59099,Good,Tốt,710,Chấp nhận,,35000000.0,2022-11-17,Mua điện thoại/smartphone,2022-12-10
190,62352,Good,Xuất sắc,727,Chấp nhận,,60000000.0,2022-05-22,Mua sắm thiết bị gia đình,2022-06-17
191,10125,Good,Tốt,693,Chấp nhận,,40000000.0,2022-03-03,Thanh toán khoản vay cũ,2022-03-24
192,83352,Good,Xuất sắc,742,Chấp nhận,,60000000.0,2022-02-27,Sửa chữa nhà cửa,2022-03-26
193,25261,Good,Tốt,713,Chấp nhận,,55000000.0,2022-02-16,Thanh toán học phí,2022-03-07
194,70447,Good,Tốt,707,Chấp nhận,,45000000.0,2022-05-03,Mua đồ điện tử gia dụng,2022-05-21
195,65412,Good,Tốt,710,Chấp nhận,,50000000.0,2022-11-13,Đi du lịch,2022-11-28
196,89525,Good,Tốt,703,Chấp nhận,,35000000.0,2022-02-12,Thanh toán khoản vay cũ,2022-03-03
197,89867,Good,Tốt,703,Chấp nhận,,35000000.0,2022-05-26,Thêm vốn kinh doanh,2022-06-14
198,90392,Good,Tốt,713,Chấp nhận,,35000000.0,2022-05-07,Đi du lịch,2022-06-03
199,95282,Good,Tốt,713,Chấp nhận,,55000000.0,2022-08-24,Mua mô tô,2022-09-16
200,88478,Good,Tốt,713,Chấp nhận,,35000000.0,2022-07-12,Mở kinh doanh nhỏ,2022-08-09
201,57563,Good,Tốt,707,Chấp nhận,,30000000.0,2022-08-09,"Chi tiêu sinh nhật, lễ tết",2022-09-04
202,42862,Good,Tốt,710,Chấp nhận,,50000000.0,2022-12-07,Thanh toán khoản vay cũ,2023-01-01
203,14780,Good,Tốt,710,Chấp nhận,,45000000.0,2022-11-05,Mua đồ điện tử gia dụng,2022-11-19
204,39673,Good,Tốt,696,Chấp nhận,,35000000.0,2022-11-17,Đi du lịch,2022-12-07
205,61828,Good,Tốt,696,Chấp nhận,,35000000.0,2022-09-14,Mua sắm thiết bị gia đình,2022-10-12
206,7950,Good,Tốt,700,Chấp nhận,,50000000.0,2022-06-20,Mua đồ thể thao,2022-07-08
207,29367,Good,Tốt,710,Chấp nhận,,35000000.0,2022-11-09,Thanh toán chi phí gia đình,2022-11-26
208,35630,Good,Tốt,713,Chấp nhận,,40000000.0,2022-05-12,Thanh toán chi phí gia đình,2022-05-30
209,38062,Good,Tốt,700,Chấp nhận,,60000000.0,2022-09-06,"Chi tiêu sinh nhật, lễ tết",2022-09-20
210,54685,Good,Tốt,710,Chấp nhận,,55000000.0,2022-12-17,Mua hàng điện tử,2023-01-04
211,58466,Good,Tốt,703,Chấp nhận,,35000000.0,2022-01-25,Đi du lịch,2022-02-15
212,58582,Good,Xuất sắc,742,Chấp nhận,,50000000.0,2022-12-01,Đi du lịch,2022-12-17
213,45239,Good,Tốt,693,Chấp nhận,,70000000.0,2022-07-13,Đi du lịch,2022-08-06
214,12487,Good,Tốt,693,Chấp nhận,,55000000.0,2022-06-30,Mua sắm thời trang,2022-07-16
215,80,Good,Tốt,713,Chấp nhận,,70000000.0,2022-05-29,Mua điện thoại/smartphone,2022-06-15
216,7931,Good,Tốt,693,Chấp nhận,,35000000.0,2022-10-26,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-11-13
217,49957,Good,Tốt,710,Chấp nhận,,60000000.0,2022-12-17,Thanh toán khoản vay cũ,2023-01-08
218,36679,Good,Tốt,707,Chấp nhận,,65000000.0,2022-11-25,Sửa chữa nhà cửa,2022-12-15
219,18465,Bad,Trung bình,640,Chấp nhận,,5000000.0,2022-05-30,Mua đồ trang sức,2022-06-20
220,96625,Good,Tốt,696,Chấp nhận,,45000000.0,2022-08-18,Mua hàng điện tử,2022-09-06
221,30318,Good,Tốt,710,Chấp nhận,,45000000.0,2022-07-20,Mua hàng điện tử,2022-08-16
222,63766,Good,Tốt,696,Chấp nhận,,45000000.0,2022-07-28,Mua đồ nội thất,2022-08-12
223,79931,Good,Tốt,707,Chấp nhận,,35000000.0,2022-01-27,Mua mô tô,2022-02-15
224,12914,Good,Tốt,693,Chấp nhận,,50000000.0,2022-09-07,Thanh toán học phí,2022-10-01
225,94660,Good,Xuất sắc,742,Chấp nhận,,55000000.0,2022-03-15,Đi du lịch,2022-04-06
226,78065,Good,Tốt,707,Chấp nhận,,35000000.0,2022-03-06,Mua đồ nội thất,2022-03-25
227,36781,Good,Xuất sắc,727,Chấp nhận,,55000000.0,2022-02-12,Mua đồ trang sức,2022-03-10
228,17921,Good,Tốt,693,Chấp nhận,,50000000.0,2022-02-24,Đi du lịch,2022-03-11
229,5705,Good,Tốt,696,Chấp nhận,,40000000.0,2022-02-23,Mở kinh doanh nhỏ,2022-03-16
230,18936,Good,Tốt,700,Chấp nhận,,35000000.0,2022-06-22,Mua đồ phục vụ công việcTrang trải chi phí học tập,2022-07-16
231,81908,Good,Tốt,710,Chấp nhận,,35000000.0,2022-11-04,Mua máy tính/laptop,2022-12-03
232,54874,Good,Xuất sắc,727,Chấp nhận,,65000000.0,2022-07-29,Thanh toán khoản vay cũ,2022-08-27
233,34326,Good,Xuất sắc,727,Chấp nhận,,55000000.0,2022-01-17,Mua đồ trang sức,2022-02-02
234,2122,Good,Tốt,710,Chấp nhận,,65000000.0,2022-11-22,Mua hàng điện tử,2022-12-12
235,99049,Good,Tốt,710,Chấp nhận,,55000000.0,2022-07-28,Mua máy tính/laptop,2022-08-19
236,92784,Good,Tốt,717,Chấp nhận,,35000000.0,2022-06-30,Đi du lịch,2022-07-23
237,27500,Good,Tốt,710,Chấp nhận,,35000000.0,2022-08-27,Mua hàng điện tử,2022-09-22
238,44974,Good,Tốt,693,Chấp nhận,,40000000.0,2022-10-24,Mua máy tính/laptop,2022-11-21
239,42553,Good,Tốt,710,Chấp nhận,,30000000.0,2022-08-24,Thanh toán học phí,2022-09-21
